,Total_Transmission_counts,Patient_transmission_counts,hcw_transmission_count
206,1.0,1.0,0.0
207,1.0,1.0,0.0
208,0.0,0.0,0.0
209,0.0,0.0,0.0
210,0.0,0.0,0.0
211,0.0,0.0,0.0
212,1.0,0.0,1.0
213,0.0,0.0,0.0
214,1.0,1.0,0.0
215,0.0,0.0,0.0
216,0.0,0.0,0.0
217,1.0,0.0,1.0
218,0.0,0.0,0.0
219,1.0,1.0,0.0
220,0.0,0.0,0.0
221,1.0,0.0,1.0
222,1.0,0.0,1.0
223,2.0,2.0,0.0
224,2.0,1.0,1.0
225,2.0,0.0,2.0
226,1.0,1.0,0.0
227,0.0,0.0,0.0
228,0.0,0.0,0.0
229,0.0,0.0,0.0
230,0.0,0.0,0.0
231,0.0,0.0,0.0
232,1.0,1.0,0.0
233,2.0,2.0,0.0
234,4.0,1.0,3.0
235,2.0,1.0,1.0
236,4.0,3.0,1.0
237,3.0,1.0,2.0
238,2.0,0.0,2.0
