,Total_Transmission_counts,Patient_transmission_counts,hcw_transmission_count
206,1.0,1.0,0.0
207,0.0,0.0,0.0
208,2.0,0.0,2.0
209,0.0,0.0,0.0
210,1.0,1.0,0.0
211,0.0,0.0,0.0
212,1.0,0.0,1.0
213,0.0,0.0,0.0
214,4.0,3.0,1.0
215,3.0,1.0,2.0
216,2.0,1.0,1.0
217,1.0,0.0,1.0
218,2.0,1.0,1.0
219,3.0,2.0,1.0
220,0.0,0.0,0.0
221,3.0,0.0,3.0
222,0.0,0.0,0.0
223,1.0,1.0,0.0
224,2.0,2.0,0.0
225,2.0,0.0,2.0
226,1.0,0.0,1.0
227,2.0,2.0,0.0
228,1.0,0.0,1.0
229,1.0,0.0,1.0
230,2.0,2.0,0.0
231,3.0,1.0,2.0
232,1.0,0.0,1.0
233,0.0,0.0,0.0
234,1.0,1.0,0.0
235,2.0,1.0,1.0
236,0.0,0.0,0.0
237,0.0,0.0,0.0
238,0.0,0.0,0.0
