,Total_Transmission_counts,Patient_transmission_counts,hcw_transmission_count
206,1.0,0.0,1.0
207,0.0,0.0,0.0
208,0.0,0.0,0.0
209,0.0,0.0,0.0
210,1.0,1.0,0.0
211,1.0,1.0,0.0
212,1.0,1.0,0.0
213,0.0,0.0,0.0
214,0.0,0.0,0.0
215,0.0,0.0,0.0
216,0.0,0.0,0.0
217,0.0,0.0,0.0
218,1.0,0.0,1.0
219,1.0,0.0,1.0
220,3.0,2.0,1.0
221,2.0,1.0,1.0
222,1.0,0.0,1.0
223,2.0,1.0,1.0
224,4.0,3.0,1.0
225,2.0,1.0,1.0
226,4.0,2.0,2.0
227,1.0,0.0,1.0
228,1.0,0.0,1.0
229,2.0,2.0,0.0
230,0.0,0.0,0.0
231,1.0,1.0,0.0
232,1.0,0.0,1.0
233,1.0,0.0,1.0
234,1.0,1.0,0.0
235,2.0,1.0,1.0
236,4.0,2.0,2.0
237,1.0,0.0,1.0
238,0.0,0.0,0.0
