,Total_Transmission_counts,Patient_transmission_counts,hcw_transmission_count
206,2.0,0.0,2.0
207,1.0,1.0,0.0
208,2.0,2.0,0.0
209,2.0,1.0,1.0
210,2.0,0.0,2.0
211,1.0,0.0,1.0
212,0.0,0.0,0.0
213,1.0,1.0,0.0
214,1.0,0.0,1.0
215,1.0,1.0,0.0
216,0.0,0.0,0.0
217,1.0,1.0,0.0
218,0.0,0.0,0.0
219,0.0,0.0,0.0
220,0.0,0.0,0.0
221,0.0,0.0,0.0
222,2.0,2.0,0.0
223,2.0,1.0,1.0
224,1.0,0.0,1.0
225,1.0,1.0,0.0
226,2.0,0.0,2.0
227,1.0,1.0,0.0
228,1.0,0.0,1.0
229,0.0,0.0,0.0
230,0.0,0.0,0.0
231,0.0,0.0,0.0
232,0.0,0.0,0.0
233,0.0,0.0,0.0
234,0.0,0.0,0.0
235,0.0,0.0,0.0
236,0.0,0.0,0.0
237,0.0,0.0,0.0
238,0.0,0.0,0.0
