,Total_Transmission_counts,Patient_transmission_counts,hcw_transmission_count
206,0.0,0.0,0.0
207,0.0,0.0,0.0
208,1.0,1.0,0.0
209,0.0,0.0,0.0
210,1.0,0.0,1.0
211,0.0,0.0,0.0
212,1.0,1.0,0.0
213,1.0,0.0,1.0
214,2.0,1.0,1.0
215,0.0,0.0,0.0
216,1.0,0.0,1.0
217,0.0,0.0,0.0
218,2.0,2.0,0.0
219,1.0,0.0,1.0
220,0.0,0.0,0.0
221,0.0,0.0,0.0
222,0.0,0.0,0.0
223,0.0,0.0,0.0
224,0.0,0.0,0.0
225,0.0,0.0,0.0
226,0.0,0.0,0.0
227,0.0,0.0,0.0
228,0.0,0.0,0.0
229,1.0,1.0,0.0
230,3.0,2.0,1.0
231,0.0,0.0,0.0
232,0.0,0.0,0.0
233,1.0,1.0,0.0
234,1.0,0.0,1.0
235,0.0,0.0,0.0
236,1.0,1.0,0.0
237,0.0,0.0,0.0
238,0.0,0.0,0.0
