,Total_Transmission_counts,Patient_transmission_counts,hcw_transmission_count
206,0.0,0.0,0.0
207,0.0,0.0,0.0
208,0.0,0.0,0.0
209,0.0,0.0,0.0
210,0.0,0.0,0.0
211,0.0,0.0,0.0
212,1.0,1.0,0.0
213,0.0,0.0,0.0
214,4.0,2.0,2.0
215,2.0,1.0,1.0
216,3.0,1.0,2.0
217,1.0,1.0,0.0
218,2.0,0.0,2.0
219,1.0,1.0,0.0
220,1.0,1.0,0.0
221,0.0,0.0,0.0
222,1.0,1.0,0.0
223,0.0,0.0,0.0
224,1.0,0.0,1.0
225,1.0,0.0,1.0
226,2.0,0.0,2.0
227,0.0,0.0,0.0
228,2.0,1.0,1.0
229,3.0,3.0,0.0
230,1.0,0.0,1.0
231,2.0,0.0,2.0
232,0.0,0.0,0.0
233,1.0,0.0,1.0
234,2.0,2.0,0.0
235,0.0,0.0,0.0
236,1.0,0.0,1.0
237,0.0,0.0,0.0
238,0.0,0.0,0.0
